,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
164,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.56590926361
165,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.542157958304
166,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.518406647145
167,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.494655330129
168,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.4361652596
169,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.4124139223
170,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.388662579167
171,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15750.364911230163
172,670709.9370621316,0.0,670709.9370621316,670709.9370621316,12712.951245841949
173,800444.8714925101,0.0,800444.8714925101,800444.8714925101,14922.262890967942
174,587867.3485638704,0.0,587867.3485638704,587867.3485638704,11272.396985525145
175,635623.5602219569,0.0,635623.5602219569,635623.5602219569,12105.766833963948
176,602274.3052250004,0.0,602274.3052250004,602274.3052250004,11524.648414640013
177,338053.7380750792,0.0,338053.7380750792,338053.7380750792,6762.883204736395
178,186737.80102035118,0.0,186737.80102035118,186737.80102035118,3876.601642022781
179,107211.87924844197,0.0,107211.87924844197,107211.87924844197,2289.913258326944
180,76759.01094011341,0.0,76759.01094011341,76759.01094011341,1646.8245949234595
181,57798.17191378992,0.0,57798.17191378992,57798.17191378992,1238.80175243458
182,104347.23381204488,0.0,104347.23381204488,104347.23381204488,2076.4310810283228
183,194989.9248057154,0.0,194989.9248057154,194989.9248057154,4037.817919262787
184,172760.63553791118,0.0,172760.63553791118,172760.63553791118,3601.875645655743
185,326207.6494679917,0.0,326207.6494679917,326207.6494679917,6541.578872923005
186,611567.3149081992,0.0,611567.3149081992,611567.3149081992,11686.488083525197
187,690874.445327137,0.0,690874.445327137,690874.445327137,13059.321627636173
188,771463.9190542315,0.0,771463.9190542315,771463.9190542315,14432.704403638825
189,842076.3917299354,0.0,842076.3917299354,842076.3917299354,15619.268699143286
190,808410.5983565962,0.0,808410.5983565962,808410.5983565962,15055.413414928596
191,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.499129503667
192,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.475377935369
193,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.451626361215
194,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.427874781204
195,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.40412319535
196,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.380371603624
197,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.356620006052
198,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.332868402622
199,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.309116793333
200,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.285365178199
201,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.261613557197
202,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.237861930347
203,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.214110297635
204,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15749.19035865907
205,535584.7003015247,0.0,535584.7003015247,535584.7003015247,10349.505119388974
206,807568.8790622903,0.0,807568.8790622903,807568.8790622903,15040.907954071554
207,600837.5482294137,0.0,600837.5482294137,600837.5482294137,11498.659048234233
208,484462.5889541121,0.0,484462.5889541121,484462.5889541121,9437.494348891134
209,21464.69557734277,0.0,21464.69557734277,21464.69557734277,459.2307353191592
210,0.0,0.0,0.0,0.0,0.0
211,36338.90404620149,0.0,36338.90404620149,36338.90404620149,649.575189105374
212,35234.7784505889,0.0,35234.7784505889,35234.7784505889,752.8833393544451
213,29912.0114258728,0.0,29912.0114258728,29912.0114258728,640.0220238475612
214,82817.78326517787,0.0,82817.78326517787,82817.78326517787,1582.3475673544272
215,87587.56697715708,0.0,87587.56697715708,87587.56697715708,1861.320176706458
216,36019.93635934843,0.0,36019.93635934843,36019.93635934843,772.9244040968441
217,150340.37741546804,0.0,150340.37741546804,150340.37741546804,2828.48469010305
218,240831.0009486937,0.0,240831.0009486937,240831.0009486937,4924.230532330244
219,294840.1715000856,0.0,294840.1715000856,294840.1715000856,5951.643746766981
220,774015.2015863123,0.0,774015.2015863123,774015.2015863123,14473.72857199498
221,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.27639646385
222,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.252644347533
223,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.228892225361
224,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.205140097338
225,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.18138796345
226,484445.03671057173,0.0,484445.03671057173,484445.03671057173,9435.928172855201
227,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15747.13504572567
228,609030.7757731878,0.0,609030.7757731878,609030.7757731878,11640.273418581792
229,596467.8909574319,0.0,596467.8909574319,596467.8909574319,11420.655486128557
230,685096.8865699281,0.0,685096.8865699281,685096.8865699281,12957.896128894075
231,383986.72335820267,0.0,383986.72335820267,383986.72335820267,7611.400439206729
232,110898.04003750849,0.0,110898.04003750849,110898.04003750849,2364.365829669097
233,23888.220593507885,0.0,23888.220593507885,23888.220593507885,508.50453713299675
234,0.0,0.0,0.0,0.0,0.0
235,146442.86886666997,0.0,146442.86886666997,146442.86886666997,2566.1858626850462
236,496984.58437222417,0.0,496984.58437222417,496984.58437222417,9659.775706339986
237,525521.3636812257,0.0,525521.3636812257,525521.3636812257,10168.576980269338
238,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.890912847759
239,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.867160389818
240,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.843407926022
241,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.819655456364
242,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.795902980857
243,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.772150499488
244,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.74839801226
245,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.72464551919
246,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.700893020243
247,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.677140515449
248,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.653388004797
249,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.629635488283
250,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.60588296592
251,816752.1225194017,0.0,816752.1225194017,816752.1225194017,15191.610259974053
252,441098.7683775484,0.0,441098.7683775484,441098.7683775484,8653.270635297522
253,412981.388220231,0.0,412981.388220231,412981.388220231,8141.819164527106
254,231895.3199328831,0.0,231895.3199328831,231895.3199328831,4751.824007033955
255,247807.9557775271,0.0,247807.9557775271,247807.9557775271,5057.296225126116
256,259245.68685078583,0.0,259245.68685078583,259245.68685078583,5275.844505906188
257,200973.12551011206,0.0,200973.12551011206,200973.12551011206,4153.182762307896
258,333031.48317019054,0.0,333031.48317019054,333031.48317019054,6666.992590904687
259,727263.3292390238,0.0,727263.3292390238,727263.3292390238,13678.350104121731
260,743571.220413625,0.0,743571.220413625,743571.220413625,13955.948201268899
261,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.359044175539
262,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.335291586447
263,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.3115389915
264,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.287786390694
265,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.264033784035
266,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.240281171516
267,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.216528553137
268,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15745.192775928905
269,822627.5713579144,0.0,822627.5713579144,822627.5713579144,15289.685500986063
270,722902.0893666268,0.0,722902.0893666268,722902.0893666268,13603.729686561102
271,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0
276,52493.30440524861,0.0,52493.30440524861,52493.30440524861,938.0817255428595
277,0.0,0.0,0.0,0.0,0.0
278,31637.33733923905,0.0,31637.33733923905,31637.33733923905,562.484309382383
279,195105.84260297005,0.0,195105.84260297005,195105.84260297005,3561.478348201698
280,262214.24940553895,0.0,262214.24940553895,262214.24940553895,5331.664115342281
281,295205.78368128894,0.0,295205.78368128894,295205.78368128894,5956.886303232937
282,395807.00892217254,0.0,395807.00892217254,395807.00892217254,7826.494629178097
283,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.418044291602
284,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.394291223853
285,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.370538150251
286,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.346785070786
287,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.32303198547
288,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.299278894294
289,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.275525797257
290,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.251772694366
291,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.228019585611
292,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.20426647101
293,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.180513350539
294,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.15676022421
295,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.133007092032
296,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15743.109253953993
297,837235.3731350296,0.0,837235.3731350296,837235.3731350296,15532.012137065638
298,606166.3756463276,0.0,606166.3756463276,606166.3756463276,11587.1310396022
299,667523.4705895863,0.0,667523.4705895863,667523.4705895863,12651.917003856179
300,449645.0132982563,0.0,449645.0132982563,449645.0132982563,8806.476827272396
301,358850.3999838111,0.0,358850.3999838111,358850.3999838111,7145.4978887922825
302,310575.59213506256,0.0,310575.59213506256,310575.59213506256,6245.780399926936
303,235608.1534700124,0.0,235608.1534700124,235608.1534700124,4822.344529440148
304,223914.7650386169,0.0,223914.7650386169,223914.7650386169,4597.101601393375
305,258850.692328189,0.0,258850.692328189,258850.692328189,5267.328241719214
306,325699.9563614199,0.0,325699.9563614199,325699.9563614199,6528.948137884183
307,840768.5305640146,0.0,840768.5305640146,840768.5305640146,15590.79830446466
308,838094.4007152631,0.0,838094.4007152631,838094.4007152631,15546.118205872499
309,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.815264523164
310,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.791511306765
311,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.767758084505
312,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.744004856391
313,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.720251622417
314,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.696498382576
315,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.672745136888
316,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.648991885339
317,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.62523862793
318,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.601485364667
319,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.577732095544
320,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.553978820564
321,608122.174828423,0.0,608122.174828423,608122.174828423,11620.868328184335
322,316903.66528125317,0.0,316903.66528125317,316903.66528125317,6364.216567608393
323,192916.1637419893,0.0,192916.1637419893,192916.1637419893,3995.17424193062
324,121969.34304458498,0.0,121969.34304458498,121969.34304458498,2587.7625452535162
325,102817.71736196181,0.0,102817.71736196181,102817.71736196181,2198.902642578599
326,83664.99415306277,0.0,83664.99415306277,83664.99415306277,1791.1490348972213
327,69759.43906324675,0.0,69759.43906324675,69759.43906324675,1494.696079298743
328,122270.97421540969,0.0,122270.97421540969,122270.97421540969,2467.684993017906
329,222281.91293171205,0.0,222281.91293171205,222281.91293171205,4565.285999763095
330,600477.8367041781,0.0,600477.8367041781,600477.8367041781,11486.95279155304
331,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15742.023630391144
332,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.99987697951
333,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.97612356202
334,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.952370138668
335,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.928616709461
336,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.87012146158
337,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.846368012079
338,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.822614556735
339,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.798861095516
340,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.775107628453
341,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.751354155527
342,605719.2553390618,0.0,605719.2553390618,605719.2553390618,11578.294012643295
343,328190.63970595115,0.0,328190.63970595115,328190.63970595115,6574.915232671548
344,357859.68746103946,0.0,357859.68746103946,357859.68746103946,7126.496279403496
345,292909.72564847703,0.0,292909.72564847703,292909.72564847703,5912.814676391769
346,425042.08732887,0.0,425042.08732887,425042.08732887,8359.373789670279
347,414402.9850461087,0.0,414402.9850461087,414402.9850461087,8165.536824125438
348,461720.78070562915,0.0,461720.78070562915,461720.78070562915,9023.677933835037
349,417711.57426133385,0.0,417711.57426133385,417711.57426133385,8225.842780698213
350,551670.3833660784,0.0,551670.3833660784,551670.3833660784,10628.84992080385
351,676898.9923995577,0.0,676898.9923995577,676898.9923995577,12812.195487868106
352,730603.4914278201,0.0,730603.4914278201,730603.4914278201,13731.802473042912
353,740639.1815797165,0.0,740639.1815797165,740639.1815797165,13902.581745893896
354,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.456328513186
355,824348.9525581555,0.0,824348.9525581555,824348.9525581555,15314.865721357672
356,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.408893583008
357,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.385140019758
358,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.361386450651
359,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.337632875686
360,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.313879294867
361,607966.4272248357,0.0,607966.4272248357,607966.4272248357,11617.190948454687
362,235010.61828836624,0.0,235010.61828836624,235010.61828836624,4810.264103873627
363,213394.55037219764,0.0,213394.55037219764,213394.55037219764,4393.105498015785
364,135432.37584630307,0.0,135432.37584630307,135432.37584630307,2858.2827439645457
365,242232.68034678826,0.0,242232.68034678826,242232.68034678826,4948.903874204612
366,138708.95357414696,0.0,138708.95357414696,138708.95357414696,2923.8794460921063
367,266120.19772780064,0.0,266120.19772780064,266120.19772780064,5405.118416480368
368,449040.8032259632,0.0,449040.8032259632,449040.8032259632,8794.410363260506
369,159282.49228070144,0.0,159282.49228070144,159282.49228070144,3333.3857317475354
370,174965.1589137282,0.0,174965.1589137282,174965.1589137282,3642.946004353711
371,327267.3444447776,0.0,327267.3444447776,327267.3444447776,6557.381598766322
372,321938.1585485012,0.0,321938.1585485012,321938.1585485012,6457.780475555593
373,689002.3237963364,0.0,689002.3237963364,689002.3237963364,13019.867320457191
374,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15741.007830067507
375,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15740.984076405346
376,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15740.960322737315
