,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
86,400548.8749565197,0.0,400548.8749565197,400548.8749565197,8027.468795178184
87,339486.2831096697,0.0,339486.2831096697,339486.2831096697,6878.948375879025
88,477116.6291735163,0.0,477116.6291735163,477116.6291735163,9444.484018768171
89,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19581.11639031735
90,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19581.086918404555
91,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19581.057446484432
92,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19581.027974556997
93,928302.3152043496,0.0,928302.3152043496,928302.3152043496,17381.347553307176
94,531538.6538003306,0.0,531538.6538003306,531538.6538003306,10437.365997319985
95,519086.8653528737,0.0,519086.8653528737,519086.8653528737,10211.144875864824
96,270771.21216059115,0.0,270771.21216059115,270771.21216059115,5564.278374911818
97,367553.560622849,0.0,367553.560622849,367553.560622849,7408.890923267609
98,414817.0765074225,0.0,414817.0765074225,414817.0765074225,8293.24119061846
99,233132.26979230062,0.0,233132.26979230062,233132.26979230062,4832.91471631382
100,183658.07293504983,0.0,183658.07293504983,183658.07293504983,3857.463243151534
101,520706.1599289327,0.0,520706.1599289327,520706.1599289327,10240.502320903046
102,610654.0607768178,0.0,610654.0607768178,610654.0607768178,11861.474168852179
103,988914.5245024954,0.0,988914.5245024954,988914.5245024954,18402.479799939392
104,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.696158341605
105,620330.597303026,0.0,620330.597303026,620330.597303026,12034.12776587177
106,456053.6309991669,0.0,456053.6309991669,456053.6309991669,9056.821598026248
107,90949.997417801,0.0,90949.997417801,90949.997417801,1950.2502459808813
108,225770.72436176133,0.0,225770.72436176133,225770.72436176133,4500.071473958077
109,555637.9524789186,0.0,555637.9524789186,555637.9524789186,10873.121265706117
110,714617.0636872905,0.0,714617.0636872905,714617.0636872905,13700.715239343763
111,713254.7658402002,0.0,713254.7658402002,713254.7658402002,13676.80987014445
112,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.171337063384
113,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.14186491554
114,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.11239276036
115,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.082920597863
116,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.053448428018
117,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19580.02397625085
118,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.994504066355
119,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.96503187453
120,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.935559675363
121,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.906087468873
122,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.876615255056
123,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.84714303391
124,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.817670805427
125,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.788198569608
126,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.75872632647
127,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.72925407599
128,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.699781818195
129,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19579.67030955305
130,787224.7962547492,0.0,787224.7962547492,787224.7962547492,14965.17801852463
131,534563.8662767945,0.0,534563.8662767945,534563.8662767945,10491.44249453626
132,319997.27791634115,0.0,319997.27791634115,319997.27791634115,6508.015415831259
133,188449.57619909343,0.0,188449.57619909343,188449.57619909343,3952.4066439441763
134,91783.72471938928,0.0,91783.72471938928,91783.72471938928,1967.2363124858155
135,124253.3648934297,0.0,124253.3648934297,124253.3648934297,2552.905285405515
136,172753.69531617998,0.0,172753.69531617998,172753.69531617998,3639.6655001794597
137,173785.12717424493,0.0,173785.12717424493,173785.12717424493,3660.2655281086686
138,106382.2369320329,0.0,106382.2369320329,106382.2369320329,2282.0209915987234
139,196090.8879678964,0.0,196090.8879678964,196090.8879678964,4033.039655745394
140,155898.06267199072,0.0,155898.06267199072,155898.06267199072,3301.6022434350434
141,177569.89506725722,0.0,177569.89506725722,177569.89506725722,3735.7493757297248
142,262577.9783421661,0.0,262577.9783421661,262577.9783421661,5405.155494240204
143,402876.6023142869,0.0,402876.6023142869,402876.6023142869,8069.833605022214
144,575843.6494578529,0.0,575843.6494578529,575843.6494578529,11236.33694828972
145,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.811347899566
146,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.781875413435
147,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.75240291997
148,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.722930419182
149,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.69345791106
150,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.663985395615
151,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.634512872835
152,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.605040342714
153,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.575567805266
154,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.546095260495
155,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.5166227084
156,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.487150148954
157,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.457677582188
158,1057606.158073886,0.0,1057606.158073886,1057606.158073886,19546.620440054932
159,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.398737857748
160,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.369265268993
161,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.339792672894
162,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.310320069464
163,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.28084745872
164,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.251374840627
165,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.22190221521
166,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.192429582465
167,971438.1948624927,0.0,971438.1948624927,971438.1948624927,18106.543824180015
168,729245.5744789824,0.0,729245.5744789824,729245.5744789824,13955.2408601927
169,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19578.080256783345
170,526026.669564134,0.0,526026.669564134,526026.669564134,10335.617190318733
171,592213.8690056269,0.0,592213.8690056269,592213.8690056269,11529.73155218437
172,659872.0584382756,0.0,659872.0584382756,659872.0584382756,12734.803555311213
173,210899.9349101001,0.0,210899.9349101001,210899.9349101001,4395.940699790005
174,409771.4917505589,0.0,409771.4917505589,409771.4917505589,8197.931525232247
175,385255.5305018634,0.0,385255.5305018634,385255.5305018634,7739.966464274078
176,258408.43291822905,0.0,258408.43291822905,258408.43291822905,5324.046762388933
177,249030.37654408737,0.0,249030.37654408737,249030.37654408737,5141.959093407937
178,268214.54078343953,0.0,268214.54078343953,268214.54078343953,5513.85902430132
179,215634.91467793495,0.0,215634.91467793495,215634.91467793495,4489.064617630563
180,489649.556493635,0.0,489649.556493635,489649.556493635,9672.33234699392
181,795763.558652,0.0,795763.558652,795763.558652,15111.398066540922
182,949177.221108483,0.0,949177.221108483,949177.221108483,17731.16310256509
183,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.695763053765
184,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.666290290137
185,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.636817519186
186,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.607344740893
187,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.577871955276
188,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.548399162326
189,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.51892636205
190,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.489453554426
191,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.459980739484
192,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.430507917205
193,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.4010350876
194,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.371562250657
195,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.342089406393
196,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.312616554795
197,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.283143695855
198,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.253670829592
199,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.224197955995
200,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.19472507507
201,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19577.165252186805
202,765652.127186416,0.0,765652.127186416,765652.127186416,14589.035768549078
203,785280.8697030687,0.0,785280.8697030687,785280.8697030687,14929.499483245052
204,940331.5877569811,0.0,940331.5877569811,940331.5877569811,17581.222045452498
205,917514.8047034874,0.0,917514.8047034874,917514.8047034874,17195.031298723025
206,661495.8018889381,0.0,661495.8018889381,661495.8018889381,12762.862526827605
207,576999.0188855256,0.0,576999.0188855256,576999.0188855256,11255.96072600676
208,815113.8791575725,0.0,815113.8791575725,815113.8791575725,15444.749944667901
209,1042105.0706090649,0.0,1042105.0706090649,1042105.0706090649,19287.46993481931
210,967047.9340851895,0.0,967047.9340851895,967047.9340851895,18031.51806924358
211,264340.3527365491,0.0,264340.3527365491,264340.3527365491,5438.61898511218
212,28224.664361127812,0.0,28224.664361127812,28224.664361127812,605.7702452254788
213,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0
216,61206.661330798706,0.0,61206.661330798706,61206.661330798706,1094.04487010257
217,38829.80631312159,0.0,38829.80631312159,38829.80631312159,830.8152039755487
218,239560.62215355263,0.0,239560.62215355263,239560.62215355263,4387.0512287068195
219,298330.2652832515,0.0,298330.2652832515,298330.2652832515,6092.488888607951
220,201151.49503021396,0.0,201151.49503021396,201151.49503021396,4202.928630416954
221,648952.1085169718,0.0,648952.1085169718,648952.1085169718,12539.408656685464
222,731925.5249127506,0.0,731925.5249127506,731925.5249127506,13999.871736825558
223,921533.7538066304,0.0,921533.7538066304,921533.7538066304,17261.429058106354
224,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19575.10945134028
225,981232.1264816348,0.0,981232.1264816348,981232.1264816348,18268.21106307923
226,954356.5545506352,0.0,954356.5545506352,954356.5545506352,17816.046738399276
227,616225.8083094948,0.0,616225.8083094948,616225.8083094948,11957.19501053125
228,408094.1386508075,0.0,408094.1386508075,408094.1386508075,8165.302751620099
229,599014.0514614572,0.0,599014.0514614572,599014.0514614572,11649.584232539675
230,788758.6718831236,0.0,788758.6718831236,788758.6718831236,14987.978629220273
231,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.90965101432
232,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.880177557603
233,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.850704093562
234,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.82123062218
235,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.791757143466
236,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.762283657426
237,1030584.9743070473,0.0,1030584.9743070473,1030584.9743070473,19093.448888835646
238,885778.1177066521,0.0,885778.1177066521,885778.1177066521,16653.580057755786
239,972523.5959841015,0.0,972523.5959841015,972523.5959841015,18121.524417325752
240,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.645235739266
241,973143.8651168526,0.0,973143.8651168526,973143.8651168526,18131.896251656814
242,546867.5138929199,0.0,546867.5138929199,546867.5138929199,10711.248500353855
243,780371.8221138965,0.0,780371.8221138965,780371.8221138965,14842.433223374845
244,384019.3531003663,0.0,384019.3531003663,384019.3531003663,7715.297862363362
245,414771.8936078879,0.0,414771.8936078879,414771.8936078879,8289.3819845914
246,178230.252521994,0.0,178230.252521994,178230.252521994,3747.8930445521128
247,331025.1212859157,0.0,331025.1212859157,331025.1212859157,6715.765229555784
248,260114.72830508088,0.0,260114.72830508088,260114.72830508088,5356.011594880776
249,813426.1734481482,0.0,813426.1734481482,813426.1734481482,15413.563289385404
250,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.36797844696
251,913492.0098730767,0.0,913492.0098730767,913492.0098730767,17124.38310936069
252,1020438.7928574679,0.0,1020438.7928574679,1020438.7928574679,18923.804161812997
253,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.28009700687
254,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.250623393535
255,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.221149772868
256,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.191676144863
257,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.16220250953
258,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.132728866865
259,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.10325521687
260,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.073781559535
261,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19574.04430789487
262,526097.9947478216,0.0,526097.9947478216,526097.9947478216,10334.580452583956
263,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.987122077222
264,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.957648390988
265,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.928174697437
266,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.898700996546
267,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.869227288324
268,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.839753572764
269,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.810279849877
270,820813.1246484775,0.0,820813.1246484775,820813.1246484775,15540.295783339758
271,691826.0099445438,0.0,691826.0099445438,691826.0099445438,13295.715267593103
272,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.723719095815
273,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19573.694245344053
274,914844.4485054903,0.0,914844.4485054903,914844.4485054903,17146.718986665626
275,401756.4099527863,0.0,401756.4099527863,401756.4099527863,8046.513398943747
276,514923.76709619665,0.0,514923.76709619665,514923.76709619665,10131.223801894292
277,452906.5110287541,0.0,452906.5110287541,452906.5110287541,8995.180990928106
278,544433.0035679915,0.0,544433.0035679915,544433.0035679915,10666.603370052933
279,277426.2976517779,0.0,277426.2976517779,277426.2976517779,5690.218670545707
280,250717.3189056983,0.0,250717.3189056983,250717.3189056983,5173.400825728029
281,340095.864147191,0.0,340095.864147191,340095.864147191,6887.408102738207
282,335921.94490560115,0.0,335921.94490560115,335921.94490560115,6808.289689794769
283,330181.1749764018,0.0,330181.1749764018,330181.1749764018,6699.334236715931
284,400959.61791539856,0.0,400959.61791539856,400959.61791539856,8031.5341040034355
285,402064.1159994821,0.0,402064.1159994821,402064.1159994821,8052.12879296793
286,413754.0674436336,0.0,413754.0674436336,413754.0674436336,8269.89516649903
287,380625.129155833,0.0,380625.129155833,380625.129155833,7651.136376437248
288,356137.3444047311,0.0,356137.3444047311,356137.3444047311,7190.571179107698
289,440454.85289779626,0.0,440454.85289779626,440454.85289779626,8765.08627629694
290,436011.6241067731,0.0,436011.6241067731,436011.6241067731,8682.87041186247
291,442923.19163288246,0.0,442923.19163288246,442923.19163288246,8810.689210158687
292,471697.0063103161,0.0,471697.0063103161,471697.0063103161,9340.762037575072
293,343061.2308394748,0.0,343061.2308394748,343061.2308394748,6943.426474412064
294,306160.99434180296,0.0,306160.99434180296,306160.99434180296,6241.57031493509
295,331764.5943388297,0.0,331764.5943388297,331764.5943388297,6729.271725892435
296,326237.4754186556,0.0,326237.4754186556,326237.4754186556,6624.260943328325
297,284812.8847116212,0.0,284812.8847116212,284812.8847116212,5832.2535154677025
298,277441.4578448232,0.0,277441.4578448232,277441.4578448232,5690.337788875595
299,284463.1115288287,0.0,284463.1115288287,284463.1115288287,5825.508603697312
300,313729.8522903546,0.0,313729.8522903546,313729.8522903546,6386.037696550575
301,292366.335468979,0.0,292366.335468979,292366.335468979,5977.313790984059
302,369731.7250671846,0.0,369731.7250671846,369731.7250671846,7446.428938261755
303,465521.9001698499,0.0,465521.9001698499,465521.9001698499,9227.127935444996
304,749783.0008923373,0.0,749783.0008923373,749783.0008923373,14309.65298496886
305,879721.7051152883,0.0,879721.7051152883,879721.7051152883,16548.717744495796
306,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19572.794998815672
307,904866.5292043522,0.0,904866.5292043522,904866.5292043522,16976.57663053357
308,978508.5815156985,0.0,978508.5815156985,978508.5815156985,18220.267858287945
309,390431.35630830406,0.0,390431.35630830406,390431.35630830406,7834.522220720436
310,613769.6138872072,0.0,613769.6138872072,613769.6138872072,11911.831013438454
311,619271.0968132096,0.0,619271.0968132096,619271.0968132096,12009.948284675876
312,628822.459845353,0.0,628822.459845353,628822.459845353,12180.067137683098
313,566642.9289359854,0.0,566642.9289359854,566642.9289359854,11066.902878874986
314,468982.81473217846,0.0,468982.81473217846,468982.81473217846,9290.583024620413
315,402417.035436233,0.0,402417.035436233,402417.035436233,8058.330568962864
316,323214.8231944844,0.0,323214.8231944844,323214.8231944844,6566.560698350075
317,208637.24815670904,0.0,208637.24815670904,208637.24815670904,4349.91620615901
318,155879.98398355106,0.0,155879.98398355106,155879.98398355106,3299.90869625685
319,131241.79767841625,0.0,131241.79767841625,131241.79767841625,2801.3109225239236
320,135729.27916892065,0.0,135729.27916892065,135729.27916892065,2892.56615355821
321,78006.93565734012,0.0,78006.93565734012,78006.93565734012,1672.407726511709
322,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0
324,12816.61178788009,0.0,12816.61178788009,12816.61178788009,228.5635262470488
325,8279.706004331842,0.0,8279.706004331842,8279.706004331842,177.43421327585963
326,25486.672141170617,0.0,25486.672141170617,25486.672141170617,484.93225774829517
327,39056.2420426669,0.0,39056.2420426669,39056.2420426669,788.8073952250851
328,72306.83142058601,0.0,72306.83142058601,72306.83142058601,1422.2462192232347
329,128181.82514862294,0.0,128181.82514862294,128181.82514862294,2565.5839349968505
330,96426.26531324832,0.0,96426.26531324832,96426.26531324832,2069.058965262941
331,176883.0792311787,0.0,176883.0792311787,176883.0792311787,3613.296841521612
332,171687.47130104958,0.0,171687.47130104958,171687.47130104958,3616.4671557021015
333,256857.50781682218,0.0,256857.50781682218,256857.50781682218,5291.695196136251
334,349322.2801626679,0.0,349322.2801626679,349322.2801626679,7060.816881416645
335,473252.24475715274,0.0,473252.24475715274,473252.24475715274,9367.972859764544
336,425463.5910082568,0.0,425463.5910082568,425463.5910082568,8486.111158468966
337,333865.9481046748,0.0,333865.9481046748,333865.9481046748,6768.147171627425
338,327929.1375525122,0.0,327929.1375525122,327929.1375525122,6655.424891586731
339,284357.35896354995,0.0,284357.35896354995,284357.35896354995,5822.616904282317
340,210698.01605712122,0.0,210698.01605712122,210698.01605712122,4389.967459191663
341,176004.76054682984,0.0,176004.76054682984,176004.76054682984,3702.595560342497
342,214646.56578478456,0.0,214646.56578478456,214646.56578478456,4467.6304733206725
343,143215.3020948573,0.0,143215.3020948573,143215.3020948573,3043.9647827453477
344,216154.15476123308,0.0,216154.15476123308,216154.15476123308,4497.245747903052
345,100786.1030320131,0.0,100786.1030320131,100786.1030320131,2162.2157545041864
346,98973.99567261586,0.0,98973.99567261586,98973.99567261586,2121.244975877918
347,61748.92631200222,0.0,61748.92631200222,61748.92631200222,1323.5188221073581
348,136836.27947449445,0.0,136836.27947449445,136836.27947449445,2680.0597886309606
349,219233.61968877818,0.0,219233.61968877818,219233.61968877818,4557.519069687172
350,273435.93223996484,0.0,273435.93223996484,273435.93223996484,5611.966204916504
351,276337.90837625344,0.0,276337.90837625344,276337.90837625344,5667.914871283444
352,448959.29458107246,0.0,448959.29458107246,448959.29458107246,8920.323176367909
353,683681.3073125781,0.0,683681.3073125781,683681.3073125781,13149.293601479352
354,870765.0357911041,0.0,870765.0357911041,870765.0357911041,16393.028240774012
355,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19569.479264819893
356,1059522.0362402059,0.0,1059522.0362402059,1059522.0362402059,19569.44979001204
